t,ax,ay,az,gx,gy,gz,lat,lon,speed,course,hacc,truth_lat,truth_lon,truth_speed,truth_course
3003.999,0.3391,0.9015,9.0152,0.0731,-0.0588,0.0729,,,,,,52.4103536,-1.5968353,17.2,183.065
3004.1,0.4357,0.2767,8.642,-0.067,0.032,-0.0086,,,,,,52.4103385,-1.596837,17.19166667,183.665
3004.2,-0.1909,-0.7659,10.7171,-0.0969,-0.0371,-0.0169,,,,,,52.4103232,-1.5968384,17.16111111,183.424
3004.3,0.1701,0.9714,10.2816,-0.0455,0.0164,-0.0728,,,,,,52.4103079,-1.5968399,17.17777778,183.474
3004.399,-1.247,-1.445,9.5736,0.0484,-0.0128,-0.0666,,,,,,52.4102926,-1.5968416,17.19722222,183.967
3004.499,0.4795,0.1019,9.6026,0.1139,0,-0.048,,,,,,52.4102769,-1.5968436,17.14722222,184.413
3004.599,-0.0898,-0.7511,9.8017,-0.2315,0.0427,-0.0198,,,,,,52.4102616,-1.5968453,17.15277778,183.986
3004.7,-0.1257,0.1514,9.9047,-0.2613,-0.0537,0.0427,,,,,,52.4102464,-1.5968472,17.16944444,184.431
3004.8,-1.311,1.0431,11.2535,0.3362,-0.0427,0.07,,,,,,52.4102313,-1.596849,17.16388889,184.108
3004.9,-1.4366,-0.4443,11.0973,0.4827,-0.1573,0.1654,,,,,,52.4102161,-1.5968509,17.13611111,184.456
3005,1.2864,1.8504,8.8639,0.0956,-0.1141,0.0155,52.410233,-1.596831,4.716666667,184.41,3,52.4102009,-1.5968532,17.13888889,185.025
3005.099,0.1597,1.7336,11.312,0.2363,-0.0243,-0.0998,,,,,,52.4101855,-1.596855,17.11666667,184.509
3005.199,0.5951,-0.8785,12.3076,-0.1038,-0.0449,0.0067,,,,,,52.4101696,-1.5968569,17.13888889,184.361
3005.3,-0.0044,-1.0097,10.457,-0.0054,-0.0223,0.0844,,,,,,52.410154,-1.5968585,17.13333333,183.762
3005.4,-0.4783,0.1507,8.3078,-0.133,-0.0031,0.0242,,,,,,52.4101386,-1.5968604,17.08611111,184.064
3005.499,-0.3117,2.2714,8.3226,-0.0921,0.0465,-0.0718,,,,,,52.4101236,-1.5968622,17.01944444,184.167
3005.599,0.4341,-0.6719,9.8599,-0.0685,-0.0182,-0.067,,,,,,52.4101082,-1.5968638,17.03055556,183.803
3005.699,-0.3956,1.4444,10.5094,-0.0241,-0.0321,0.0112,,,,,,52.4100933,-1.5968659,17.02222222,184.585
3005.8,-0.0599,-0.9432,10.0082,0.001,0.0624,-0.0399,,,,,,52.4100775,-1.5968681,17.01666667,184.677
3005.899,0.0425,1.5655,9.1602,-0.124,0.0123,0.0114,,,,,,52.4100627,-1.5968702,16.97777778,184.812
3005.999,0.9582,0.9559,9.2544,0.0649,0.0376,-0.0161,,,,,,52.4100476,-1.5968721,16.93333333,184.536
3006.1,-0.7504,1.0885,9.6942,0.0272,-0.049,0.0554,,,,,,52.4100322,-1.5968743,16.91111111,185.022
3006.2,0.8143,0.1177,10.4959,-0.0779,-0.0016,0.0641,,,,,,52.410017,-1.5968762,16.89722222,184.406
3006.299,-0.0786,0.5464,10.0966,0.0234,-0.0067,0.046,,,,,,52.4100019,-1.5968782,16.86666667,184.633
3006.4,0.3083,1.0209,9.9443,0.0514,-0.0602,0.0263,,,,,,52.4099867,-1.5968802,16.83333333,184.657
3006.499,-0.7998,2.5339,9.122,0.0841,0.034,-0.0076,,,,,,52.4099714,-1.5968821,16.78888889,184.432
3006.599,1.0209,0.5058,9.9384,-0.0482,0.0471,0.0126,,,,,,52.4099566,-1.596884,16.72222222,184.568
3006.699,-0.3278,1.2474,9.9369,-0.0627,-0.0115,-0.0187,,,,,,52.4099418,-1.5968858,16.70277778,184.265
3006.8,0.2899,1.1774,9.5783,0.1061,0.0217,0.0085,,,,,,52.409927,-1.5968877,16.66388889,184.414
3006.9,0.1161,0.4654,9.5462,-0.0532,0.0193,-0.0445,,,,,,52.4099121,-1.5968896,16.61944444,184.375
3007,0.279,0.9402,9.7197,-0.0972,0.007,-0.0612,,,,,,52.4098972,-1.5968914,16.56388889,184.314
3007.099,-0.8348,0.3843,9.7227,-0.1105,0.0827,-0.0787,,,,,,52.4098822,-1.5968931,16.50277778,184.174
3007.199,0.1329,1.196,9.6691,-0.0697,0.0356,-0.006,,,,,,52.4098675,-1.5968948,16.49166667,184.059
3007.299,-0.0434,1.2334,10.2867,0.0278,0.0099,0.0516,,,,,,52.4098529,-1.5968965,16.45277778,184.114
3007.399,0.1456,-0.1492,10.1747,0.0016,0.0406,-0.0239,,,,,,52.4098385,-1.5968982,16.37777778,184.03
3007.5,0.1012,0.6518,10.0386,0.04,0.0107,-0.0527,,,,,,52.4098236,-1.5969,16.31944444,184.137
3007.6,0.1674,0.6434,9.6105,0.0087,-0.0127,0.0216,,,,,,52.4098088,-1.596902,16.28333333,184.608
3007.7,0.1442,0.3775,10.1319,-0.0007,-0.0316,0.0773,,,,,,52.4097941,-1.5969038,16.22777778,184.288
3007.8,0.2321,0.474,9.8912,0.0062,0.0375,-0.0063,,,,,,52.4097797,-1.5969052,16.175,183.743
3007.899,0.6606,0.7123,9.8201,-0.0013,0.0322,-0.0204,,,,,,52.4097652,-1.596907,16.09444444,184.167
3007.999,-0.9155,0.4919,9.6887,-0.1545,-0.0537,0.0089,,,,,,52.4097507,-1.5969088,16.04722222,184.287
3008.099,-0.1183,1.576,9.9582,0.0196,-0.0182,0.0009,,,,,,52.4097362,-1.5969106,15.96111111,184.385
3008.199,0.2531,0.7089,10.2487,0.0122,0.0212,-0.0184,,,,,,52.4097222,-1.5969121,15.88888889,183.827
3008.299,-0.9982,0.8464,9.9531,0.0876,0.0369,-0.0437,,,,,,52.4097087,-1.5969135,15.83611111,183.475
3008.399,0.7665,-0.2675,9.4657,-0.028,-0.0822,0.0444,,,,,,52.4096952,-1.5969148,15.77222222,183.213
3008.499,0.0152,1.8286,9.1239,-0.0109,-0.0869,0.0559,,,,,,52.4096817,-1.5969162,15.65555556,183.28
3008.599,-0.1765,1.4074,9.6683,0.0238,0.0319,-0.0417,,,,,,52.4096678,-1.5969178,15.58611111,183.909
3008.699,-1.6838,1.3915,10.0605,-0.1029,0.112,-0.1517,,,,,,52.4096537,-1.5969197,15.55,184.442
3008.799,-0.5001,1.1244,9.8319,-0.0194,-0.0046,-0.0408,,,,,,52.4096398,-1.5969216,15.43888889,184.867
3008.902,0.0235,0.3195,10.2349,0.0048,0.0273,-0.0258,,,,,,52.4096262,-1.5969234,15.33888889,184.527
3009,-0.4247,0.4737,10.0084,0.0671,0.0072,0.0443,,,,,,52.4096127,-1.5969251,15.29722222,184.457
3009.1,0.1455,1.2536,9.701,-0.128,-0.0946,0.1182,,,,,,52.409599,-1.5969271,15.21111111,184.877
3009.199,-0.1822,2.3581,8.6096,-0.1941,0.0475,0.0539,,,,,,52.4095855,-1.5969288,15.11944444,184.492
3009.299,-0.5963,0.823,8.7086,0.241,-0.0315,0.0727,,,,,,52.4095712,-1.5969307,15.06944444,184.741
3009.4,0.6001,-0.0131,9.3017,0.2361,0.0762,-0.0888,,,,,,52.4095577,-1.5969325,14.90833333,184.738
3009.499,0.5159,-0.2036,9.3266,-0.1477,0.0329,0.0005,,,,,,52.4095446,-1.5969342,14.84166667,184.401
3009.6,1.0318,1.2189,9.5484,-0.1459,-0.06,0.0389,,,,,,52.4095316,-1.596936,14.76944444,184.718
3009.699,1.7094,0.8536,9.4952,0.0406,-0.0803,0.0525,,,,,,52.4095187,-1.5969377,14.575,184.275
3009.799,-0.9107,1.1037,9.9696,-0.1273,-0.0114,0.0178,,,,,,52.4095057,-1.5969394,14.55277778,184.536
3009.899,0.5807,1.5182,10.3703,0.009,-0.0434,-0.0054,,,,,,52.4094928,-1.5969412,14.41111111,184.522
3010,-0.9129,2.3834,9.6969,0.1554,0.0204,0.024,,,,,,52.4094803,-1.5969428,14.28888889,184.619
3010.099,-0.9304,0.8943,10.1254,0.0452,-0.0439,0.0125,,,,,,52.4094678,-1.5969443,14.19444444,184.035
3010.2,0.1956,2.3784,9.7298,0.0293,-0.0166,-0.0286,,,,,,52.4094554,-1.5969458,13.99166667,184.263
3010.3,-0.7883,1.6604,9.9469,-0.0084,-0.0442,-0.0197,,,,,,52.4094428,-1.5969471,13.87777778,183.828
3010.4,-0.1766,1.3526,10.2236,-0.0654,-0.0345,0.0275,,,,,,52.4094301,-1.5969485,13.67222222,183.852
3010.499,-0.6738,1.8157,9.9064,-0.0364,-0.0201,0.0283,,,,,,52.4094176,-1.5969499,13.57222222,183.971
3010.6,-0.7433,2.5462,9.5366,0.1251,0.0362,-0.076,,,,,,52.4094055,-1.5969511,13.35555556,183.792
3010.7,-0.9477,2.3638,9.9011,0.0796,-0.022,0.0101,,,,,,52.409394,-1.5969521,13.2,183.133
3010.8,0.4423,2.034,9.7936,-0.0179,0.0015,0.0177,,,,,,52.4093825,-1.5969532,12.97222222,183.234
3010.9,0.4692,1.9715,9.6369,-0.0393,0.0213,0.0134,,,,,,52.4093709,-1.5969541,12.8,182.856
3011,-0.585,2.7411,9.9729,0.0537,0.0416,0.0609,,,,,,52.4093594,-1.5969551,12.6,182.848
3011.1,0.3534,1.5366,10.2565,0.0976,0.0101,-0.0082,,,,,,52.4093483,-1.596956,12.39444444,182.947
3011.199,1.0836,1.9521,9.5466,-0.0212,0.0077,0.0431,,,,,,52.4093373,-1.5969569,12.25555556,182.78
3011.3,-0.6836,0.9768,9.9779,0.0921,0.0175,-0.0093,,,,,,52.4093265,-1.5969574,12.02222222,182.021
3011.399,0.3551,2.3836,10.6168,-0.1061,-0.023,0.0579,,,,,,52.4093158,-1.596958,11.79166667,181.901
3011.499,0.6864,1.6663,9.8162,-0.1535,0.0497,-0.0427,,,,,,52.4093054,-1.5969586,11.61944444,181.85
3011.6,-1.3003,2.4316,9.7497,0.1814,0.014,0.0377,,,,,,52.4092951,-1.5969592,11.40555556,182.099
3011.7,-0.139,2.3503,10.2052,0.2247,0.0964,-0.0332,,,,,,52.4092848,-1.5969596,11.17777778,181.406
3011.8,-0.884,2.0339,10.6294,-0.1297,-0.0065,0.0095,,,,,,52.4092749,-1.5969599,10.96944444,181.29
3011.899,-1.2464,1.0175,10.1819,-0.1086,-0.0614,0.0487,,,,,,52.4092647,-1.5969603,10.75277778,181.28
3012,-1.3622,2.6312,9.6834,0.1693,0.0204,-0.0293,,,,,,52.4092551,-1.5969607,10.59444444,181.294
3012.099,-0.8114,1.8322,9.6468,0.161,0.0068,-0.0519,,,,,,52.4092457,-1.5969609,10.36666667,180.979
3012.2,-0.3682,1.5986,10.2062,-0.0584,0.0177,-0.0678,,,,,,52.4092367,-1.5969611,10.15,180.759
3012.3,-1.6687,2.4436,10.1342,-0.0561,-0.0277,0.0212,,,,,,52.4092273,-1.5969615,9.963888889,181.577
3012.399,-0.5022,0.9744,9.6994,-0.037,-0.0158,0.0335,,,,,,52.4092185,-1.5969617,9.752777778,180.906
3012.501,-0.1047,1.3717,9.8455,-0.0097,0.0231,-0.0398,,,,,,52.4092099,-1.5969619,9.555555556,180.776
3012.6,-0.075,1.4198,9.9109,-0.0383,-0.0156,0.0404,,,,,,52.4092016,-1.596962,9.383333333,180.664
3012.699,-0.644,1.6475,9.9444,-0.0387,0.0073,0.0191,,,,,,52.4091932,-1.5969621,9.208333333,180.623
3012.799,-0.601,0.7347,9.5565,-0.008,0.0073,0.0604,,,,,,52.4091852,-1.5969621,9.038888889,180.393
3012.899,-0.4018,1.8277,10.2441,-0.0207,0.0539,-0.0461,,,,,,52.4091767,-1.5969624,8.861111111,181.187
3013,0.0344,0.4071,9.788,-0.0665,-0.0416,0.0036,,,,,,52.4091688,-1.5969624,8.702777778,180.339
3013.099,-0.7037,0.3447,9.2422,-0.158,0.0102,-0.0538,,,,,,52.4091608,-1.5969625,8.577777778,180.675
3013.2,-0.3955,0.6686,9.7175,0.157,0.0918,-0.0913,,,,,,52.409153,-1.5969627,8.413888889,180.436
3013.299,-0.2007,0.9822,10.3353,0.1432,-0.0596,0.0278,,,,,,52.4091454,-1.5969628,8.291666667,180.668
3013.399,-0.1168,1.3755,10.3572,-0.1329,0.0015,-0.0426,,,,,,52.4091377,-1.5969629,8.166666667,180.287
3013.499,-0.2259,1.1301,9.2217,-0.0497,0.0104,-0.0063,,,,,,52.4091305,-1.5969631,8.041666667,180.919
3013.599,-0.0633,1.5493,9.9015,0.0637,-0.0013,0.0399,,,,,,52.4091231,-1.5969632,7.894444444,180.478
3013.7,0.2373,0.5491,9.7274,-0.1015,-0.0171,0.0448,,,,,,52.409116,-1.5969633,7.758333333,180.635
3013.8,-0.3241,1.6393,10.2335,0.1271,-0.004,0.0624,,,,,,52.4091091,-1.5969633,7.588888889,180.223
3013.9,-0.2049,0.6919,9.9345,0.1092,0.0236,0.0197,,,,,,52.4091023,-1.5969634,7.475,180.377
3014,-0.5835,1.0671,9.6103,0.0133,-0.0112,0.0363,52.409092,-1.596949,2.233333333,180.25,3,52.4090955,-1.5969635,7.358333333,180.179
3014.099,-0.4309,0.9029,9.4094,-0.0144,-0.0611,0.009,,,,,,52.409089,-1.5969634,7.216666667,179.963
3014.2,-1.3571,-0.024,10.215,-0.0045,-0.1104,0.0622,,,,,,52.4090825,-1.5969637,7.027777778,180.704
3014.299,-0.7551,0.267,10.1107,-0.033,-0.0931,0.0089,,,,,,52.4090761,-1.5969639,6.911111111,180.922
3014.399,-1.7635,0.7993,9.9946,0.0545,-0.136,0.0341,,,,,,52.4090699,-1.5969641,6.775,181.21
3014.499,-1.3709,0.587,9.7656,0.0389,-0.1358,0.0207,,,,,,52.4090638,-1.5969645,6.644444444,181.891
3014.599,-1.713,-0.599,9.9463,-0.0702,-0.22,0.0567,,,,,,52.4090579,-1.596965,6.547222222,182.811
3014.7,-2.4368,-0.3661,10.0031,-0.0472,-0.2642,0.0835,,,,,,52.409052,-1.5969657,6.441666667,184.092
3014.799,-2.1808,-0.8871,9.6224,0.0123,-0.3067,0.0636,,,,,,52.4090464,-1.5969666,6.397222222,184.911
3014.899,-2.5912,-0.6597,9.5844,-0.0521,-0.3148,0.0645,,,,,,52.4090409,-1.5969677,6.369444444,186.799
3014.999,-2.8853,-0.4285,9.8348,0.0616,-0.3961,0.0832,,,,,,52.4090351,-1.5969693,6.330555556,188.797
3015.1,-2.8838,-1.1224,10.1984,0.052,-0.4018,0.0581,,,,,,52.4090296,-1.596971,6.3,190.53
3015.2,-2.9442,-0.8865,9.7087,-0.0751,-0.4316,0.0672,,,,,,52.4090241,-1.5969731,6.277777778,192.936
3015.299,-2.5654,-0.1804,9.7475,-0.0312,-0.4649,0.0735,,,,,,52.4090188,-1.5969755,6.252777778,195.162
3015.4,-2.7605,-0.7055,10.0025,-0.0405,-0.4867,0.0385,,,,,,52.4090135,-1.5969785,6.255555556,198.159
3015.499,-3.031,-0.5284,10.0859,-0.0242,-0.4815,0.0521,,,,,,52.4090084,-1.5969818,6.230555556,200.609
3015.6,-3.1977,-0.8279,9.5038,0.0084,-0.4828,0.0577,,,,,,52.4090034,-1.5969855,6.211111111,203.757
3015.7,-3.0403,-0.4794,10.0501,-0.0189,-0.5103,0.0587,,,,,,52.4089987,-1.5969896,6.191666667,206.618
3015.8,-2.9427,-0.7437,9.8808,-0.0565,-0.5604,0.1047,,,,,,52.4089939,-1.5969941,6.172222222,209.139
3015.9,-3.1306,0.0398,10.1142,-0.049,-0.4996,0.0554,,,,,,52.4089894,-1.5969989,6.172222222,211.994
3016,-3.3683,-0.7694,9.8923,0.0027,-0.5013,0.0534,,,,,,52.4089851,-1.5970041,6.202777778,215.095
3016.099,-1.5456,-0.1832,10.1236,0.0437,-0.5546,0.1882,,,,,,52.4089809,-1.5970098,6.208333333,218.508
3016.199,-2.6265,-0.3091,10.364,0.0185,-0.5633,0.2473,,,,,,52.4089769,-1.5970157,6.252777778,220.671
3016.299,-4.5355,0.676,11.5457,-0.0561,-0.5712,0.1428,,,,,,52.408973,-1.5970216,6.222222222,221.881
3016.4,-3.2899,-0.3076,9.7214,0.0653,-0.5899,0.0841,,,,,,52.4089693,-1.5970281,6.258333333,225.532
3016.5,-2.5517,-1.0085,9.1163,0.0369,-0.59,0.1952,,,,,,52.4089659,-1.597035,6.302777778,229.649
3016.6,-3.3346,-1.0115,9.6825,-0.129,-0.6259,0.1992,,,,,,52.4089629,-1.5970421,6.302777778,232.97
3016.699,-3.1545,-0.1219,9.8219,-0.2816,-0.5315,0.0381,,,,,,52.4089599,-1.5970497,6.294444444,235.723
3016.799,-2.7136,-0.253,10.2628,0.0178,-0.5234,0.0362,,,,,,52.4089572,-1.5970578,6.302777778,239.621
3016.899,-2.5499,-1.1907,10.2737,0.0373,-0.5515,0.0631,,,,,,52.4089549,-1.5970664,6.372222222,243.666
3016.999,-3.0906,-0.2452,10.2052,-0.0879,-0.4951,0.0583,,,,,,52.4089528,-1.597075,6.469444444,246.386
3017.1,-2.6154,-0.4224,9.9118,-0.0678,-0.5099,0.0728,,,,,,52.4089511,-1.5970838,6.547222222,249.364
3017.2,-1.9277,-0.3364,10.4594,0.1122,-0.4466,0.0344,,,,,,52.4089495,-1.5970928,6.633333333,252.005
3017.3,-1.2599,-0.5529,10.4284,0.0912,-0.4357,0.0498,,,,,,52.4089482,-1.597102,6.697222222,254.898
3017.4,-0.9668,-0.7732,10.3609,-0.0894,-0.4339,0.0619,,,,,,52.4089471,-1.5971115,6.783333333,257.19
3017.5,-1.4348,-0.2324,9.8674,-0.0703,-0.3594,0.0187,,,,,,52.4089462,-1.5971212,6.841666667,259.863
3017.6,-1.8341,-0.7776,10.0733,-0.0424,-0.2974,0.0053,,,,,,52.4089455,-1.5971311,6.930555556,261.559
3017.7,-0.9554,-0.8072,9.8222,-0.0476,-0.3032,0.0451,,,,,,52.4089451,-1.5971411,7.033333333,264.061
3017.799,-0.7556,-0.0961,10.2601,0.0876,-0.3138,0.0689,,,,,,52.4089448,-1.5971514,7.136111111,265.941
3017.9,-1.572,0.0214,10.9888,0.1283,-0.3007,0.0449,,,,,,52.4089446,-1.5971619,7.247222222,267.271
3018,-0.4347,-2.1802,9.9031,-0.1295,-0.1948,-0.0279,,,,,,52.4089446,-1.5971725,7.369444444,269.142
3018.099,0.5118,0.6266,9.3804,-0.1156,-0.1526,-0.0473,,,,,,52.4089448,-1.5971833,7.477777778,270.513
3018.2,1.1397,-0.6198,9.6953,0.0214,-0.1761,0.0244,,,,,,52.4089451,-1.5971943,7.566666667,271.876
3018.3,0.2706,-0.0858,10.431,-0.0113,-0.1311,0.0112,,,,,,52.4089455,-1.5972054,7.658333333,272.46
3018.399,0.2768,0.063,9.8463,0.1031,-0.0699,-0.0011,,,,,,52.4089457,-1.5972166,7.775,272.089
3018.499,0.8099,-2.0154,9.4295,0.0609,-0.0337,-0.0222,,,,,,52.4089462,-1.5972279,7.877777778,273.32
3018.599,0.9507,-0.6223,9.3963,0.002,-0.0582,0.0385,,,,,,52.4089465,-1.5972394,7.983333333,272.847
3018.7,-0.0828,-0.499,10.1373,0.01,-0.0434,0.0439,,,,,,52.408947,-1.5972511,8.066666667,273.242
3018.799,0.9276,-0.9884,10.6375,-0.0435,-0.0677,0.0361,,,,,,52.4089475,-1.5972631,8.2,273.355
3018.899,0.5768,-1.2228,8.8885,-0.122,0.003,0.0125,,,,,,52.4089481,-1.597275,8.344444444,274.17
3019,0.3346,-1.5893,9.265,-0.0194,0.0077,0.0046,,,,,,52.4089486,-1.5972872,8.436111111,273.544
3019.099,2.1071,-0.8685,10.0469,-0.0627,0.045,-0.0575,,,,,,52.4089491,-1.5972996,8.480555556,273.492
3019.2,0.003,0.4108,10.8553,0.023,0.0493,-0.039,,,,,,52.4089495,-1.5973122,8.611111111,272.777
3019.299,2.0529,-1.1843,9.9951,0.3247,0.0637,-0.031,,,,,,52.4089501,-1.5973248,8.683333333,273.68
3019.399,1.075,-1.3321,9.9684,-0.1536,-0.0166,0.0181,,,,,,52.4089507,-1.5973374,8.822222222,274.004
3019.499,1.3243,-1.6473,9.1525,-0.2393,-0.0339,0.091,,,,,,52.4089512,-1.5973501,8.827777778,273.513
3019.599,1.5002,-0.5281,9.5967,-0.012,-0.0464,0.0524,,,,,,52.4089518,-1.597363,8.866666667,273.701
3019.7,0.3963,0.0764,10.1891,-0.0615,-0.0066,0.0295,,,,,,52.4089526,-1.5973763,8.911111111,274.54
3019.799,0.6109,0.4423,9.8553,0.034,-0.0538,0.0549,,,,,,52.4089533,-1.5973896,9.016666667,274.598
3019.899,0.1135,-0.2907,9.8011,0.0689,-0.0171,-0.0067,,,,,,52.4089541,-1.5974028,9.088888889,274.753
3019.999,1.014,-0.4013,10.3981,-0.0252,-0.0189,0.0143,,,,,,52.4089548,-1.5974161,9.1,274.407
3020.1,1.3487,0.3264,9.4651,-0.1489,0.0825,-0.0146,,,,,,52.4089554,-1.5974294,9.138888889,273.839
3020.199,1.1781,1.7994,9.4624,0.2173,-0.0285,0.0105,,,,,,52.4089559,-1.5974428,9.175,273.207
3020.3,1.3877,-0.3249,9.831,0.0731,0.0513,-0.0009,,,,,,52.4089564,-1.5974562,9.188888889,272.711
3020.399,0.8874,0.6066,9.2861,0.0744,-0.0349,-0.0073,,,,,,52.408957,-1.5974697,9.222222222,273.08
3020.499,0.2996,0.6367,9.4371,0.0978,-0.0153,0.0185,,,,,,52.4089576,-1.5974833,9.241666667,272.928
3020.6,0.2301,0.3509,10.2047,-0.2081,-0.0165,-0.0322,,,,,,52.4089582,-1.5974969,9.263888889,273.186
3020.699,0.1684,0.7693,9.1451,-0.167,-0.0014,0.0176,,,,,,52.4089587,-1.5975105,9.338888889,273.177
3020.799,1.6876,0.9225,9.4305,0.055,0.011,0.0147,,,,,,52.4089593,-1.5975242,9.35,272.91
3020.899,0.8844,0.0998,10.004,-0.0102,0.06,-0.0185,,,,,,52.4089598,-1.597538,9.397222222,272.464
3021,0.9768,0.3977,10.211,0.0172,0.0196,-0.0021,,,,,,52.4089602,-1.5975517,9.441666667,272.564
3021.099,1.2965,0.3262,9.4924,0.0153,0.0031,0.0332,,,,,,52.4089606,-1.5975656,9.469444444,272.167
3021.199,0.735,0.0273,9.8191,-0.0016,-0.0127,0.0308,,,,,,52.4089612,-1.5975795,9.488888889,272.99
3021.299,0.3198,-0.0485,10.1607,0.026,-0.025,0.0208,,,,,,52.4089616,-1.5975934,9.433333333,271.986
